epoch,loss,ce_bf,ce_df,cons_loss,auc_bf,auc_df,val_patient_auc_bf,val_patient_auc_df,val_patient_auc_mean
1,1.5182783651975245,0.7380972307491925,0.7396464719491846,0.13511553862515618,0.566826082781139,0.51663497551138,0.5903679653679653,0.5725108225108225,0.5814393939393939
2,1.4391692833183638,0.7005939356641832,0.7004662690988553,0.1270302665779014,0.6065571881302219,0.5845654470373571,0.5411255411255411,0.6266233766233766,0.5838744588744589
3,1.4357079156863144,0.7023859454136269,0.6958994881000394,0.1247415946200003,0.5985863824066071,0.6004110246806876,0.5909090909090909,0.5216450216450217,0.5562770562770563
4,1.439241429871204,0.7027764798768985,0.7031820738237667,0.11094294280008553,0.5839047344665322,0.5737059444924614,0.6369047619047619,0.5757575757575758,0.6063311688311688
5,1.423023522445579,0.6914737503513012,0.696014706449571,0.11845022603577259,0.6171631614328243,0.5985133967156439,0.6152597402597403,0.6331168831168831,0.6241883116883117
6,1.4415803571152532,0.6974974465526007,0.7046188507983887,0.13154685941396976,0.6047363872082974,0.5777009507346585,0.6542207792207793,0.5373376623376623,0.5957792207792207
7,1.4344272160062603,0.6919054154477088,0.6995177062508328,0.143346962741777,0.6208162873331413,0.6011985018726592,0.5892857142857143,0.6060606060606061,0.5976731601731602
8,1.4303593973708308,0.6943910695368948,0.6970135665407368,0.1298491925195931,0.6033919139537117,0.6040218957072889,0.571969696969697,0.6504329004329005,0.6112012987012987
9,1.416228863772224,0.6832530274110682,0.6991674342186622,0.1126946784312429,0.6365312590031691,0.5987093056755978,0.5010822510822511,0.5698051948051948,0.535443722943723
10,1.4246011283662585,0.6844483382561628,0.6994793049650254,0.1355782571960898,0.6306232593873043,0.5967194852588111,0.5822510822510822,0.6585497835497836,0.6204004329004329
11,1.4178978597416598,0.6879742472779518,0.6916479925704159,0.12758537803600037,0.6223528281955248,0.6150235282819553,0.5,0.5887445887445888,0.5443722943722944
12,1.412831037808088,0.6793730574106079,0.6942371845634934,0.13073599260616925,0.6506443868241621,0.6029194276385288,0.5687229437229437,0.5725108225108225,0.5706168831168832
13,1.4043641707476449,0.6770649054471184,0.6879970725065743,0.13100728482202767,0.6530759627388841,0.6251493325650629,0.6466450216450217,0.5876623376623377,0.6171536796536796
14,1.407218509250217,0.6727829992381575,0.6935097424812566,0.13641922972560708,0.6618572937674061,0.6050629021415538,0.6309523809523809,0.6341991341991342,0.6325757575757576
15,1.409655410479876,0.6779302674960467,0.6922393521452261,0.13161926962970907,0.6507788341496207,0.6190454239892442,0.6277056277056277,0.6109307359307359,0.6193181818181818
16,1.4137789056971182,0.6899180172705183,0.6815391390152227,0.14107250956928027,0.6270853740516662,0.6393815423028906,0.6174242424242424,0.5725108225108225,0.5949675324675325
17,1.4048389744914436,0.6774320652282316,0.6834253512955959,0.14660515956629336,0.6472908863920099,0.6447632766733891,0.5887445887445888,0.6461038961038961,0.6174242424242424
18,1.3992922522663291,0.6729724266170676,0.6835145674499811,0.14268419555589265,0.6602516085662153,0.6342917506962451,0.6060606060606061,0.5854978354978355,0.5957792207792207
19,1.3777614079269709,0.6676011995552412,0.6676208785935944,0.14179771826937307,0.6653183520599251,0.6674887160280418,0.6444805194805194,0.5762987012987013,0.6103896103896104
20,1.41052207736408,0.6782820120746014,0.689913477539237,0.14108863889781478,0.6485854220685682,0.6158955152213579,0.5898268398268398,0.5492424242424242,0.569534632034632
