threshold,df_fraction,patient_auc,sensitivity_at_spec0p8,threshold_for_spec0p8,sensitivity_at_spec0p85,threshold_for_spec0p85,sensitivity_at_spec0p9,threshold_for_spec0p9
0.0006336867809295654,0.0,0.5469853574504737,0.24444444444444444,0.405,0.15555555555555556,0.46,0.07777777777777778,0.51
0.0056186744570732115,0.004789272030651341,0.5468561584840654,0.24444444444444444,0.405,0.15555555555555556,0.46,0.08888888888888889,0.53
0.010603662133216857,0.007662835249042145,0.547588285960379,0.24444444444444444,0.405,0.15555555555555556,0.46,0.1,0.535
0.015588649809360504,0.013409961685823753,0.5482342807924203,0.24444444444444444,0.405,0.15555555555555556,0.46,0.12222222222222222,0.535
0.02057363748550415,0.018199233716475093,0.5475021533161069,0.24444444444444444,0.405,0.15555555555555556,0.46,0.12222222222222222,0.5700000000000001
0.025558625161647794,0.022030651340996167,0.5467269595176572,0.24444444444444444,0.405,0.15555555555555556,0.46,0.1111111111111111,0.59
0.03054361283779144,0.02586206896551724,0.546124031007752,0.24444444444444444,0.405,0.15555555555555556,0.46,0.07777777777777778,0.605
0.03552860051393509,0.030651340996168574,0.5449181739879414,0.24444444444444444,0.405,0.15555555555555556,0.46,0.07777777777777778,0.635
0.040513588190078734,0.03544061302681992,0.5449612403100775,0.24444444444444444,0.405,0.15555555555555556,0.46,0.08888888888888889,0.64
0.04549857586622238,0.038314176245210725,0.5445736434108527,0.24444444444444444,0.405,0.14444444444444443,0.545,0.08888888888888889,0.64
0.05048356354236602,0.03927203065134099,0.5441860465116279,0.24444444444444444,0.405,0.13333333333333333,0.5700000000000001,0.08888888888888889,0.64
0.055468551218509674,0.0450191570881226,0.5434539190353144,0.24444444444444444,0.405,0.13333333333333333,0.58,0.08888888888888889,0.64
0.06045353889465332,0.04980842911877394,0.5439707149009475,0.24444444444444444,0.405,0.14444444444444443,0.58,0.06666666666666667,0.655
0.06543852657079696,0.052681992337164744,0.5444013781223084,0.24444444444444444,0.405,0.15555555555555556,0.58,0.06666666666666667,0.655
0.07042351424694061,0.05555555555555555,0.543755383290267,0.24444444444444444,0.405,0.15555555555555556,0.585,0.05555555555555555,0.66
0.07540850192308425,0.05842911877394635,0.5441860465116279,0.24444444444444444,0.405,0.16666666666666666,0.59,0.05555555555555555,0.66
0.0803934895992279,0.0632183908045977,0.5441860465116279,0.24444444444444444,0.405,0.14444444444444443,0.595,0.05555555555555555,0.66
0.08537847727537155,0.06513409961685823,0.5443583118001722,0.24444444444444444,0.405,0.14444444444444443,0.595,0.05555555555555555,0.66
0.09036346495151519,0.07088122605363983,0.5443583118001722,0.24444444444444444,0.405,0.1111111111111111,0.625,0.06666666666666667,0.66
0.09534845262765884,0.07567049808429119,0.5447459086993971,0.24444444444444444,0.405,0.12222222222222222,0.625,0.06666666666666667,0.665
0.10033344030380248,0.08141762452107279,0.5455211024978467,0.26666666666666666,0.445,0.12222222222222222,0.625,0.06666666666666667,0.665
0.10531842797994613,0.08620689655172414,0.5444875107665805,0.24444444444444444,0.52,0.12222222222222222,0.625,0.06666666666666667,0.665
0.11030341565608978,0.08812260536398467,0.545650301464255,0.25555555555555554,0.52,0.13333333333333333,0.625,0.06666666666666667,0.665
0.11528840333223342,0.09291187739463601,0.5450904392764858,0.24444444444444444,0.525,0.13333333333333333,0.625,0.06666666666666667,0.665
0.12027339100837707,0.09386973180076627,0.5445736434108527,0.24444444444444444,0.525,0.13333333333333333,0.625,0.06666666666666667,0.665
0.12525837868452072,0.10153256704980841,0.5438845822566752,0.25555555555555554,0.55,0.13333333333333333,0.63,0.06666666666666667,0.67
0.13024336636066436,0.10536398467432949,0.5434539190353144,0.25555555555555554,0.55,0.13333333333333333,0.63,0.06666666666666667,0.67
0.135228354036808,0.11206896551724138,0.5437984496124031,0.25555555555555554,0.555,0.13333333333333333,0.63,0.06666666666666667,0.67
0.14021334171295166,0.11590038314176244,0.5437984496124031,0.25555555555555554,0.555,0.13333333333333333,0.63,0.06666666666666667,0.67
0.1451983293890953,0.1197318007662835,0.5444013781223084,0.23333333333333334,0.5700000000000001,0.13333333333333333,0.63,0.07777777777777778,0.67
0.15018331706523894,0.12356321839080457,0.5436261843238588,0.23333333333333334,0.5700000000000001,0.13333333333333333,0.63,0.07777777777777778,0.67
0.1551683047413826,0.132183908045977,0.5440999138673557,0.24444444444444444,0.5700000000000001,0.13333333333333333,0.63,0.07777777777777778,0.67
0.16015329241752624,0.13984674329501917,0.5452196382428941,0.23333333333333334,0.58,0.13333333333333333,0.63,0.08888888888888889,0.67
0.16513828009366988,0.14559386973180075,0.5434969853574505,0.23333333333333334,0.585,0.13333333333333333,0.63,0.08888888888888889,0.67
0.17012326776981354,0.15134099616858238,0.5439276485788114,0.23333333333333334,0.59,0.13333333333333333,0.63,0.08888888888888889,0.67
0.17510825544595718,0.15804597701149425,0.5423772609819122,0.23333333333333334,0.59,0.13333333333333333,0.63,0.08888888888888889,0.67
0.18009324312210082,0.15996168582375475,0.5424203273040482,0.23333333333333334,0.59,0.13333333333333333,0.63,0.08888888888888889,0.67
0.18507823079824448,0.1647509578544061,0.5440568475452197,0.24444444444444444,0.59,0.13333333333333333,0.63,0.08888888888888889,0.67
0.19006321847438812,0.17432950191570878,0.5431524547803618,0.2222222222222222,0.595,0.13333333333333333,0.63,0.08888888888888889,0.67
0.19504820615053176,0.18199233716475094,0.5425064599483204,0.2222222222222222,0.595,0.13333333333333333,0.63,0.08888888888888889,0.67
0.2000331938266754,0.1896551724137931,0.5413006029285099,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.20501818150281906,0.19444444444444442,0.541817398794143,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.2100031691789627,0.20114942528735633,0.5435831180017227,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.21498815685510633,0.20977011494252873,0.5420757967269595,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.21997314453125,0.21455938697318006,0.5429801894918174,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.22495813220739364,0.22701149425287356,0.5423341946597761,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.22994311988353727,0.23563218390804597,0.539922480620155,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.23492810755968094,0.2404214559386973,0.5397502153316107,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.23991309523582457,0.25287356321839083,0.5374246339362618,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.2448980829119682,0.26053639846743293,0.5375538329026701,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.24988307058811188,0.268199233716475,0.5372093023255814,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.2548680582642555,0.27777777777777773,0.5362187769164514,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.25985304594039915,0.28352490421455934,0.5344961240310078,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.2648380336165428,0.29022988505747127,0.5358742463393626,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.2698230212926864,0.2998084291187739,0.5348837209302325,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.2748080089688301,0.3055555555555555,0.5325581395348837,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.27979299664497376,0.3132183908045977,0.5329026701119725,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.2847779843211174,0.32088122605363983,0.5340223944875108,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.28976297199726103,0.3256704980842912,0.5350129198966408,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.29474795967340467,0.34195402298850575,0.5385012919896641,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.2997329473495483,0.35536398467432945,0.5383290267011197,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.304717935025692,0.3726053639846743,0.5362187769164514,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.30970292270183564,0.38697318007662834,0.5348837209302325,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.3146879103779793,0.39559386973180083,0.5339362618432386,0.2222222222222222,0.595,0.13333333333333333,0.63,0.07777777777777778,0.67
0.3196728980541229,0.4185823754789272,0.5342377260981912,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.32465788573026655,0.4386973180076629,0.5387596899224806,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3296428734064102,0.4540229885057471,0.5391042204995693,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3346278610825538,0.46647509578544066,0.5412144702842377,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3396128487586975,0.47892720306513414,0.5394918173987941,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.34459783643484115,0.4885057471264368,0.5385874246339363,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3495828241109848,0.4961685823754789,0.5430232558139535,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.35456781178712843,0.5047892720306514,0.5439707149009475,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.35955279946327207,0.5105363984674329,0.5431093884582257,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3645377871394157,0.5114942528735632,0.5433677863910422,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3695227748155594,0.5114942528735632,0.5433677863910422,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.37450776249170303,0.5134099616858238,0.5432385874246339,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.37949275016784667,0.5153256704980842,0.5425925925925926,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3844777378439903,0.5172413793103449,0.5425925925925926,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.38946272552013395,0.5210727969348659,0.5407407407407407,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3944477131962776,0.5220306513409961,0.5390180878552971,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.3994327008724212,0.5229885057471264,0.5390180878552971,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.4044176885485649,0.5249042145593871,0.5412144702842377,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.40940267622470855,0.5258620689655172,0.5412144702842377,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.4143876639008522,0.5258620689655172,0.5412144702842377,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.4193726515769958,0.5287356321839081,0.5412575366063738,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.42435763925313946,0.5287356321839081,0.5412575366063738,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.4293426269292831,0.5316091954022989,0.5397502153316107,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.4343276146054268,0.5373563218390804,0.537510766580534,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.43931260228157043,0.5402298850574713,0.5369078380706288,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
0.44429758995771407,0.5421455938697318,0.5369078380706288,0.2111111111111111,0.595,0.12222222222222222,0.63,0.06666666666666667,0.67
