epoch,train_loss,train_auc,val_loss,val_pair_auc,val_patient_auc_max,val_patient_auc_mean
1,0.8223909705113142,0.5135732323232324,0.7492038795342868,0.5102358336062889,0.5768398268398268,0.5524891774891775
2,0.7335499158272376,0.6253156565656566,0.7197409083537005,0.5149033737307567,0.5768398268398268,0.5606060606060606
3,0.7139469511233844,0.6748737373737373,0.697456818108165,0.5219456272518834,0.5687229437229437,0.5579004329004329
4,0.6748981613379258,0.6966540404040404,0.7212467169451786,0.5254667540124468,0.5746753246753247,0.5638528138528138
5,0.6414212599778787,0.7127525252525253,0.6920458581925167,0.5574025548640681,0.6082251082251082,0.5979437229437229
6,0.6122680398134085,0.76010101010101,0.7776902236887439,0.551834261382247,0.5633116883116883,0.5865800865800865
7,0.653949132332435,0.6963383838383839,0.7032576771139734,0.5771372420569931,0.612012987012987,0.6022727272727273
8,0.6375572715814297,0.7026515151515151,0.733793848333738,0.5501965280052408,0.5687229437229437,0.564935064935065
9,0.6461163216676468,0.7017045454545454,0.7415545402316872,0.5796757287913528,0.5952380952380952,0.6066017316017316
10,0.586874836912522,0.7544191919191919,0.7318855164065639,0.589993449066492,0.6158008658008658,0.6244588744588745
11,0.5954199941494526,0.7578914141414141,0.7180332278075203,0.5772191287258435,0.6001082251082251,0.6179653679653679
12,0.5695945085623325,0.7894570707070707,0.753407833499646,0.5587946282345234,0.6028138528138528,0.5865800865800865
13,0.6197611089700308,0.7481060606060606,0.7339679175013796,0.5680478218146086,0.6228354978354979,0.5946969696969697
14,0.5999638988421514,0.7809343434343434,0.7203451755032262,0.5678021618080576,0.5957792207792207,0.5995670995670995
15,0.6146053305039039,0.7424242424242424,0.7767700208436459,0.5838519489027186,0.558982683982684,0.5773809523809523
16,0.5583250644879464,0.7989267676767676,0.7341759129219464,0.6030953160825417,0.5892857142857143,0.6028138528138528
17,0.6057095756897559,0.7597853535353535,0.7384095601167883,0.5614150016377334,0.6125541125541125,0.6212121212121212
18,0.5858463858946775,0.7850378787878788,0.7563955781109836,0.5589584015722241,0.6266233766233766,0.6423160173160173
19,0.5898418800953107,0.7578914141414141,0.7619816464021665,0.5545365214543072,0.5627705627705628,0.5741341991341992
20,0.5829267524755918,0.7825126262626263,0.7354163666930768,0.5557648214870619,0.5854978354978355,0.586038961038961
