epoch,lr,train_loss,train_auc,val_loss,val_pair_auc,val_patient_auc_max,val_patient_auc_mean
1,0.0003,0.7037773918914705,0.5924658574364478,0.5625838365471154,0.7841346153846154,0.6861979166666666,0.6341145833333334
2,0.0003,0.6605387070196945,0.6130981908743939,0.6101003885269165,0.7646634615384615,0.61328125,0.52734375
3,0.0003,0.6570897424512888,0.6181904694412667,0.597852163147508,0.7185096153846153,0.6184895833333334,0.578125
4,0.0003,0.6463901313011255,0.6320702187756259,0.5732918998651337,0.7064903846153846,0.59765625,0.5234375
5,0.0003,0.6339133798851581,0.6621581947214432,0.5593895242925275,0.7850961538461538,0.6770833333333334,0.6276041666666666
6,0.0003,0.6316416360115152,0.6619658422507264,0.5660693269026907,0.7295673076923077,0.6106770833333334,0.6497395833333334
7,0.0003,0.6434502606113527,0.6424876236370816,0.555678221217373,0.7425480769230769,0.6380208333333334,0.59765625
8,0.0003,0.6294714596873174,0.6598398412585926,0.5761043335262098,0.7451923076923077,0.66015625,0.58203125
9,0.0003,0.6180335743503607,0.688308006924689,0.5439166468486452,0.7735576923076923,0.6770833333333334,0.6744791666666666
10,0.0003,0.636787526295459,0.6547475626917197,0.5473045570808545,0.7757211538461538,0.6627604166666666,0.6302083333333334
11,0.0003,0.6374020419327329,0.6444313959727467,0.5700345102109408,0.6814903846153846,0.57421875,0.4778645833333333
12,0.0003,0.6210260515271383,0.6946455146440973,0.5627817793896324,0.7463942307692307,0.6184895833333334,0.5950520833333334
13,0.0003,0.6298240882865453,0.6641424623141015,0.5573022370798546,0.8014423076923077,0.6796875,0.6575520833333334
14,0.0003,0.6336387850470462,0.6519331423307045,0.5665241521701478,0.7555288461538462,0.6731770833333334,0.6158854166666666
15,0.0003,0.6301465337559328,0.6664911872196969,0.5951637625694275,0.7259615384615384,0.6171875,0.6848958333333334
16,0.0003,0.6160697715318361,0.6828512710448789,0.548205134115721,0.7581730769230769,0.6067708333333334,0.59375
17,0.0003,0.6240091739176806,0.6741852860483716,0.5516011171173631,0.7598557692307693,0.6705729166666666,0.63671875
18,0.0003,0.6218622624312866,0.6648106340544864,0.6293984207144955,0.7487980769230769,0.6171875,0.6067708333333334
19,0.0003,0.6163526507420728,0.6839952620549318,0.5648038136331659,0.7213942307692308,0.6002604166666666,0.5924479166666666
20,0.0003,0.6181858532172811,0.6943519240308978,0.5546543744572422,0.7800480769230769,0.66796875,0.6458333333333334
