epoch,train_loss,train_auc,val_loss,val_pair_auc,val_patient_auc_max,val_patient_auc_mean
1,0.7392572496451584,0.5560104018766591,0.7400035705041448,0.5732885686210285,0.5340909090909091,0.5492424242424242
2,0.7117152403772267,0.5884892585962096,0.7367537655961622,0.6199639698657059,0.6033549783549783,0.5887445887445888
3,0.6940909927966548,0.6173104821285265,0.7033549934534487,0.6343760235833606,0.650974025974026,0.6309523809523809
4,0.687078853993634,0.6312156614605839,0.6953332259202951,0.6464133639043563,0.6341991341991342,0.6325757575757576
5,0.6860407297907312,0.628653774924378,0.7252229738308384,0.6376514903373731,0.6168831168831169,0.6055194805194806
6,0.6792053607554217,0.6519152416815853,0.6933385912978322,0.6265149033737307,0.6136363636363636,0.6098484848484849
7,0.6666966784234141,0.6707744305204025,0.6920150708897034,0.6546839174582378,0.650974025974026,0.6363636363636364
8,0.6738333593007007,0.6537093339095006,0.7096382462467987,0.6566491975106453,0.6477272727272727,0.6341991341991342
9,0.6742675198449029,0.6596703500216062,0.7300399227426686,0.621847363249263,0.5952380952380952,0.5795454545454546
10,0.6766781210120207,0.6569579912340268,0.6859546392153527,0.664755977726826,0.6536796536796536,0.6655844155844156
11,0.6623618768710716,0.6829626828816594,0.6838711027158509,0.6755650180150672,0.685064935064935,0.683982683982684
12,0.6610202230659186,0.6875655904685475,0.6776503638936839,0.7013593187029151,0.6574675324675324,0.6764069264069265
13,0.6560667459481682,0.6860261435891104,0.7762740450350152,0.6423190304618408,0.6195887445887446,0.6109307359307359
14,0.6558683105543548,0.6904168467189332,0.6641837425917296,0.7197838191942352,0.7142857142857143,0.689935064935065
15,0.6365179774028803,0.7178375208346194,0.7290909375984005,0.6471503439240092,0.650974025974026,0.6493506493506493
16,0.6455066604551927,0.7025973825544787,0.6790405742436738,0.688421225024566,0.6883116883116883,0.670995670995671
17,0.6433169306882845,0.7079295018211,0.6720055595085891,0.6950540452014412,0.6985930735930735,0.7023809523809523
18,0.6346134819236456,0.7181075992345206,0.7036534185985542,0.6391254503766787,0.6758658008658008,0.676948051948052
19,0.6436691207823411,0.7057264337304772,0.7131153347842191,0.631837536849001,0.586038961038961,0.6055194805194806
20,0.631232801683588,0.7251489289462313,0.665972342002647,0.7048804454634785,0.6726190476190477,0.6601731601731602
