epoch,lr,train_loss,train_auc,val_loss,val_pair_auc,val_patient_auc_max,val_patient_auc_mean
1,0.00019999999999999998,0.7941638843685973,0.4198469419531639,0.7984513087648135,0.590812315754995,0.5762987012987013,0.5917207792207793
2,0.0003,0.7428641115138733,0.4861344668659691,0.745268506285612,0.615542089747789,0.5936147186147186,0.6087662337662337
3,0.0003,0.7167040164953743,0.5039938340807175,0.7260721207394147,0.6283164100884376,0.5952380952380952,0.6217532467532467
4,0.00029744596495258525,0.717579562290042,0.471233495266567,0.7225656337147459,0.6374877169996724,0.6060606060606061,0.6271645021645021
5,0.0002898708344106533,0.7180597914589776,0.4668192575984056,0.7202371515629853,0.6471503439240092,0.6158008658008658,0.6298701298701299
6,8.887175604818205e-05,0.7073263483888963,0.548005807797708,0.7107183010024033,0.6633639043563708,0.6244588744588745,0.6228354978354979
7,8.484552115439444e-05,0.6984735526680167,0.5879188465371201,0.7038838290111005,0.6139862430396331,0.5898268398268398,0.58495670995671
8,7.681980515339462e-05,0.6960786987363903,0.596046649227703,0.7007750782215632,0.6411726170979365,0.5963203463203464,0.5865800865800865
9,6.369367558508489e-05,0.6933684521251254,0.5982888016940707,0.7120059258347258,0.6301998034719948,0.5984848484848485,0.5903679653679653
10,4.4999999999999996e-05,0.6927012408480925,0.6132170216741405,0.6995537535313072,0.6416639371110383,0.6066017316017316,0.5968614718614719
11,2.2500000000000008e-05,0.6933267111871757,0.6098654708520179,0.7011048028228479,0.6261054700294792,0.5957792207792207,0.5898268398268398
12,3.4254210369920966e-06,0.6861810524479236,0.6284800074738416,0.7010738448630051,0.6334752702260072,0.6011904761904762,0.5957792207792207
13,4.456400944391138e-06,0.6866917045287837,0.627530206776283,0.6990059572257762,0.635522436947265,0.6066017316017316,0.599025974025974
14,4.499999999999999e-05,0.6756791599435744,0.6544788552566019,0.7012043547921953,0.6333933835571569,0.6001082251082251,0.5957792207792207
15,8.999999999999999e-05,0.6896214703329249,0.6138943385650224,0.6946697607864298,0.6493612839829676,0.6158008658008658,0.6130952380952381
16,1.3180194846605399e-05,0.6876454968078464,0.6181139449427006,0.6994830711719093,0.6290533901080904,0.6076839826839827,0.6001082251082251
17,8.999999999999999e-05,0.6864082849103641,0.6255099339810662,0.6987504119719934,0.6391254503766787,0.6022727272727273,0.6017316017316018
18,4.499999999999995e-05,0.6879882408902536,0.622014356003986,0.6967409673269371,0.6685227644939404,0.6282467532467533,0.612012987012987
19,8.999999999999999e-05,0.6917713248651791,0.6054434479322371,0.7036601148249542,0.6195545365214543,0.5844155844155844,0.5930735930735931
20,0.0,0.6798040584801069,0.6426413801694071,0.696160702803813,0.6487061906321651,0.6212121212121212,0.6093073593073594
