epoch,ssl_loss,train_mean_alignment,val_mean_alignment,val_median_alignment,val_std_alignment,lr
34,0.2766553607392818,0.8404023406353403,0.16421531229570974,0.14067460596561432,0.24433043950732836,7.192972094561898e-05
35,0.2831947071121094,0.8423197878167984,0.18634417291614228,0.16668330878019333,0.23080590054192582,6.421389003456776e-05
36,0.24544914859406491,0.8420668827726486,0.12196008481842,0.09745673835277557,0.25494167899373427,5.684253752231957e-05
37,0.2419427106989191,0.8420141592938849,0.05535457524820231,0.009964700788259506,0.26006733749003264,4.984475476958972e-05
38,0.2467077686748606,0.8433651784633068,0.1479245477472432,0.11166460067033768,0.2531373815097752,4.324815882792042e-05
39,0.2220765694658807,0.8444581868800711,0.10838581415446243,0.0776178352534771,0.25726209571400893,3.707878344779531e-05
40,0.20251867016579242,0.8442498229919596,0.13060160171880852,0.11014487221837044,0.2563330998391241,3.136097633532032e-05
41,0.19476662211595697,0.8477140665054321,0.07884392549458426,0.05085648596286774,0.2590971540016164,2.6117303062950797e-05
42,0.178302840983614,0.8481332520221142,0.06937239178514573,0.041228268295526505,0.27768917389252296,2.136845801348626e-05
43,0.20029426698989056,0.8456674218177795,0.10848231135751121,0.07283157482743263,0.25218397172832596,1.7133182708796128e-05
44,0.23243798806946328,0.8430545038365304,0.081734715285711,0.05384175106883049,0.2652726899941473,1.3428191845594675e-05
45,0.21189625252117503,0.8459938333389607,0.0639151276263874,0.020199624821543694,0.26606359196092333,1.02681073301697e-05
46,0.21341526983900272,0.847290132908111,0.07284640306024812,0.043725891038775444,0.25254004506698957,7.6654005723983e-06
47,0.21378819422518952,0.8457070119837498,0.09458753324579447,0.05732232704758644,0.2603010698879269,5.630343266789724e-06
48,0.17902499532445948,0.8470505311134013,0.10671465752529911,0.07412450760602951,0.26275641130459143,4.170966854800051e-06
49,0.18898101087580335,0.8463723989243203,0.09415769474435365,0.04905993305146694,0.257085678904915,3.2930308284016733e-06
50,0.18510218059762995,0.8485904145748058,0.08532561976462602,0.057529302313923836,0.2594635806344448,2.9999999999999997e-06
