epoch,byol_loss,train_mean_alignment,val_mean_alignment,val_median_alignment,val_std_alignment,lr
57,0.21843117348691252,0.8924465635989575,0.5139651638455689,0.4838555306196213,0.08811923754923356,0.00011910572865261351
58,0.2155594698926236,0.8924636916911348,0.5215096984058618,0.49352073669433594,0.08812018257171389,0.0001145695517560191
59,0.21838076571200757,0.8938512472396202,0.5132634974084794,0.4827135056257248,0.08890696127996597,0.00011006982075317451
60,0.21581311175163756,0.8934816045964018,0.5283310410566628,0.4984881430864334,0.08602852011847532,0.00010561097633532038
61,0.20600920027874886,0.8932913174020484,0.5317973559722304,0.5007050931453705,0.08857981359611998,0.00010119741884357427
62,0.21318285769604622,0.8945664408359122,0.520059647783637,0.48759643733501434,0.09411353227629876,9.68335039263254e-05
63,0.2112118715935565,0.8965843472074955,0.5394854422658681,0.5126971006393433,0.08575751355101865,9.25235382407351e-05
64,0.20292394972862082,0.8955708260231829,0.5452565281651914,0.517801970243454,0.08494914308282576,8.827177520258674e-05
65,0.20874313851620288,0.8949138420693418,0.5377862956374884,0.5078777372837067,0.08633921106776393,8.408241078867734e-05
66,0.21087936644858502,0.8948701062100999,0.5376977259293199,0.5057435631752014,0.08863717151653974,7.995957939589529e-05
67,0.20596418228555233,0.8950293228981343,0.5205957592464984,0.48799432814121246,0.08911361369870821,7.590734976106988e-05
68,0.20205834824988184,0.8962259077011271,0.5238269514404237,0.4914069324731827,0.0883371317873545,7.1929720945619e-05
69,0.20439336147714168,0.8971764293122799,0.5311116345226765,0.49825118482112885,0.09017200073377517,6.803061838895862e-05
70,0.2057041766795706,0.8978181481361389,0.5338353523053229,0.5053043365478516,0.08514421868158932,6.421389003456779e-05
71,0.20108855024297187,0.8985190797359386,0.5156828328035772,0.4817607253789902,0.08928342689605202,6.0483302532533005e-05
72,0.20238871523674498,0.8982502602516337,0.528543035313487,0.4944452941417694,0.0880805842690808,5.68425375223196e-05
73,0.20061647384724718,0.8975609147802313,0.534854815620929,0.5040034353733063,0.08379710382240707,5.3295187999437744e-05
74,0.20551017497448212,0.8980131479019814,0.5431921886280179,0.5113494396209717,0.08262051712880573,4.984475476958975e-05
75,0.19683739479551923,0.8981595102776873,0.5472497152164578,0.5138784348964691,0.08401076796131066,4.649464299379773e-05
76,0.19268275575434907,0.8981184185819423,0.5339698139578104,0.49844691157341003,0.09073574869098171,4.3248158827920444e-05
77,0.19413527275653594,0.8983273163754889,0.5371359640732407,0.5042755007743835,0.08715536998012773,4.010850615987677e-05
78,0.19921139453319794,0.898241436227839,0.5316877971403301,0.49794475734233856,0.08595954515240013,3.707878344779533e-05
79,0.2007918712940622,0.899161530301926,0.5424576602876187,0.5109487473964691,0.08286890126899035,3.4161980662209993e-05
80,0.19560914597612747,0.8991611308239876,0.5344299430027604,0.5029366314411163,0.08339123653785085,3.136097633532034e-05
81,0.20053015110340525,0.8992992221040929,0.5393351663835346,0.5081093907356262,0.08441449757511402,2.8678534720227605e-05
82,0.1961542621571967,0.900602400302887,0.5439213151112199,0.5118635594844818,0.084061224409212,2.611730306295081e-05
83,0.19358543132213837,0.8999748876754273,0.5454677957110107,0.5132591128349304,0.08556460063110563,2.3679808989914366e-05
84,0.19854198364501305,0.9001891727143145,0.5418701483868062,0.5099703073501587,0.08365497671319924,2.136845801348627e-05
85,0.19668042152485948,0.9002565310356465,0.5369813273660838,0.5037737190723419,0.085718149495761,1.9185531158027396e-05
86,0.19631457582433173,0.8991281834054501,0.5464824729599058,0.515493243932724,0.08197007224915336,1.7133182708796138e-05
87,0.19279183986339163,0.9006502996099756,0.5442087147384882,0.5140818357467651,0.08076325635924926,1.5213438085928844e-05
88,0.1951924410272152,0.8999434392502967,0.5407733565196395,0.5105436146259308,0.08362756487453704,1.3428191845594684e-05
89,0.1910100338306833,0.9000176343512027,0.5376322029158473,0.5051458179950714,0.08508190195499084,1.1779205810297527e-05
90,0.1905807763972181,0.8994163325492371,0.542671705968678,0.5112785995006561,0.08409207695137176,1.0268107330169706e-05
91,0.1961253120544109,0.8999497510017233,0.5379268260672688,0.5065402984619141,0.084552600001646,8.896387676973974e-06
92,0.1972788673766116,0.900206097897063,0.5296263946220279,0.49744725227355957,0.08489552163794428,7.665400572398304e-06
93,0.19910083933079498,0.900457815921053,0.5337820459157229,0.4993223547935486,0.08669719212446782,6.576360852096023e-06
94,0.19115959329808013,0.9002339839935303,0.5368048348464072,0.5060482025146484,0.08572741004462724,5.630343266789725e-06
95,0.19925522804260254,0.9011246802959036,0.5381395467557013,0.5052075386047363,0.08373023668457984,4.828281421622058e-06
96,0.1945820336646222,0.9004177489179246,0.5316053785383701,0.500311017036438,0.08375654411892475,4.170966854800052e-06
97,0.19574537936677325,0.9009258328600133,0.5375891267322004,0.5052889585494995,0.08533051678774618,3.6590482564426206e-06
98,0.19597316549179403,0.9003135206851554,0.5355397578328848,0.5052606761455536,0.08267998956542905,3.2930308284016733e-06
99,0.19276542612846861,0.9003697722516162,0.5420162435621023,0.5094987154006958,0.0856062052693049,3.073275785688857e-06
100,0.19846242032152542,0.9013234681271493,0.5432965430431068,0.5097835659980774,0.08346693809922699,2.9999999999999997e-06
