epoch,lr,train_loss,train_auc,val_loss,val_pair_auc,val_patient_auc_max,val_patient_auc_mean
1,0.0003,0.728934099540598,0.5670307845084409,0.5607796217265882,0.7757211538461538,0.6588541666666666,0.6276041666666666
2,0.0003,0.695697522444711,0.5783326240128623,0.5449670804174322,0.7538461538461538,0.6263020833333334,0.5963541666666666
3,0.0003,0.6860817596096557,0.5879741281925989,0.5807901348984033,0.5884615384615385,0.50390625,0.52734375
4,0.0003,0.6900344709027834,0.5776653373475618,0.6134977047903496,0.6935096153846154,0.5729166666666666,0.5559895833333334
5,0.0003,0.6893109749552071,0.602780536246276,0.5541967383602209,0.7598557692307693,0.6588541666666666,0.66796875
6,0.0003,0.670917229314821,0.6294089521497664,0.5549479911201879,0.7259615384615384,0.6393229166666666,0.625
7,0.0003,0.6796118198594513,0.6227991362052931,0.5478165975788183,0.7538461538461538,0.6497395833333334,0.6028645833333334
8,0.0003,0.67729468507401,0.6223420185684336,0.5667075964442471,0.6899038461538461,0.6692708333333334,0.69140625
9,0.0003,0.6829182553080331,0.6158898293952911,0.5395167835971766,0.7745192307692308,0.6653645833333334,0.6744791666666666
10,0.0003,0.6765622481659802,0.6269814998712715,0.5499325666511268,0.7540865384615385,0.6588541666666666,0.6315104166666666
11,0.0003,0.6700040430797588,0.6404480803686364,0.5917166868845621,0.7209134615384616,0.6015625,0.5611979166666666
12,0.0003,0.6680341922076403,0.6472155230844406,0.6312594873863354,0.6348557692307693,0.4947916666666667,0.4934895833333333
13,0.0003,0.6698562067694369,0.6399016408946896,0.5490862842191729,0.7685096153846154,0.6796875,0.6484375
14,0.0003,0.6640986821292776,0.6479143351040074,0.5547262848469249,0.7435096153846154,0.6653645833333334,0.68359375
15,0.0003,0.6579345133276464,0.6670397166921497,0.7157793672461259,0.6795673076923077,0.5611979166666666,0.5455729166666666
16,0.0003,0.6789925450069011,0.6174503344314665,0.5527228294757375,0.7314903846153846,0.6927083333333334,0.7044270833333334
17,0.0003,0.6680576952509473,0.6453134933770485,0.5444035676487705,0.7341346153846153,0.62109375,0.6315104166666666
18,0.0003,0.6710250349523044,0.6329503002789993,0.5607235818578485,0.7069711538461538,0.5572916666666666,0.5950520833333334
19,0.0003,0.6571095595493429,0.6667664969551762,0.5538406372070312,0.7096153846153846,0.5729166666666666,0.52734375
20,0.0003,0.6615486872934662,0.6561109272132112,0.5122844106272647,0.7903846153846154,0.6666666666666666,0.65625
