epoch,loss,ce_bf,ce_df,cons_loss,auc_bf,auc_df,val_patient_auc_bf,val_patient_auc_df,val_patient_auc_mean
1,1.5015553511825261,0.7336672962101456,0.7396796510889639,0.09402801421732684,0.5635109958705464,0.5131431864016134,0.5854978354978355,0.5773809523809523,0.5814393939393939
2,1.4221111405908673,0.7014705807944528,0.7007036755287569,0.06645626795837302,0.6023009699414194,0.5832593873043311,0.5692640692640693,0.6206709956709957,0.5949675324675325
3,1.411838031282612,0.7001146268221288,0.6952165104984458,0.05502295509662503,0.5996004993757803,0.6028426005954096,0.5827922077922078,0.5091991341991342,0.545995670995671
4,1.4196116067225637,0.7050820571145201,0.7020351838442235,0.04164783829957052,0.573924901565351,0.5752463267070008,0.6320346320346321,0.5670995670995671,0.5995670995670996
5,1.402361914690803,0.6945718255697512,0.6952622552323185,0.041759408844841854,0.6068875444156343,0.5999193316047249,0.6114718614718615,0.6298701298701299,0.6206709956709957
6,1.4145332718207166,0.6976760819067362,0.7050192731657838,0.039459713533812876,0.6014731585518103,0.5742514164986076,0.6482683982683982,0.5784632034632035,0.6133658008658008
7,1.4064800298291873,0.6926181225994833,0.6996755973186368,0.04728769671683218,0.6165024488619995,0.5956631134159224,0.6028138528138528,0.5946969696969697,0.5987554112554112
8,1.4024950036815569,0.6944129057179869,0.695676716792038,0.04135127612967896,0.5986209545760107,0.6081014116969173,0.5822510822510822,0.6293290043290043,0.6057900432900433
9,1.3981049737119986,0.6886205578162,0.6993047460231906,0.033932261451397064,0.624953423605109,0.5928128301162009,0.6298701298701299,0.5795454545454546,0.6047077922077922
10,1.4005791170145172,0.6864816681232327,0.7023924723170162,0.03901657395892673,0.6271468356861615,0.5824488619994238,0.6174242424242424,0.6688311688311688,0.6431277056277056
11,1.3921088136099522,0.6889979265873728,0.6917306401371177,0.03793415057113747,0.621500048016902,0.6156842408527802,0.5378787878787878,0.5887445887445888,0.5633116883116883
12,1.386251606426987,0.6778516508005803,0.6955883176498163,0.04270544628691829,0.6558225295303947,0.5993162393162393,0.6217532467532467,0.5313852813852814,0.5765692640692641
13,1.3851465686473972,0.6804825307497012,0.6925290325887842,0.04045004610921822,0.6511591280130606,0.612810909440123,0.658008658008658,0.5833333333333334,0.6206709956709957
14,1.3789875130248226,0.6740597028358309,0.6932891883102118,0.038795402548671545,0.6576548545087871,0.6037837318736196,0.6331168831168831,0.6060606060606061,0.6195887445887446
15,1.385787523182389,0.6797860678504495,0.6942226551716624,0.03926267818687788,0.6450052818592145,0.6109113607990012,0.6417748917748918,0.5892857142857143,0.615530303030303
16,1.3811609491803287,0.6846462300400329,0.6857177147288728,0.03598999431709838,0.6389090559877076,0.6276270047056564,0.6477272727272727,0.6158008658008658,0.6317640692640693
17,1.378246941597633,0.6774094330719094,0.6871282776196798,0.04569742290023106,0.6520426390089311,0.6367963123019302,0.6341991341991342,0.6114718614718615,0.6228354978354979
18,1.371148571001938,0.6767885903127833,0.6817764018096176,0.041945270463532094,0.65458177278402,0.6380677998655526,0.5876623376623377,0.586038961038961,0.5868506493506493
19,1.3499842127943351,0.6669758463217542,0.6700485919036118,0.04319927614498762,0.6699164505906079,0.6619494862191492,0.6233766233766234,0.5595238095238095,0.5914502164502164
20,1.3763618553386014,0.6733184624731151,0.6907987249053381,0.04081554771248811,0.6574358974358975,0.6119696533179679,0.6309523809523809,0.5638528138528138,0.5974025974025974
