epoch,lr,train_loss,train_auc,val_loss,val_pair_auc,val_patient_auc_max,val_patient_auc_mean
1,0.0003,0.6985016693611155,0.5608597339491472,0.5641382618954307,0.7741123142785192,0.63671875,0.6276041666666666
2,0.0003,0.6621002988491619,0.5869716869933367,0.5737257474347165,0.7778897003273735,0.7057291666666666,0.5729166666666666
3,0.0003,0.6377193826310178,0.6424550768564624,0.5590739783487821,0.820700075547721,0.7278645833333334,0.64453125
4,0.0003,0.6237035287429014,0.662168338505208,0.5377133018092105,0.8181818181818182,0.6888020833333334,0.6497395833333334
5,0.0003,0.6260023490273844,0.6634432657381347,0.5655134560769064,0.7338201964240746,0.65234375,0.4921875
6,0.0003,0.637226566596838,0.6426234634721321,0.5495095964063678,0.7907328128934777,0.6744791666666666,0.6471354166666666
7,0.0003,0.6276683136745306,0.6478314209424839,0.5364117538719847,0.7924955930496097,0.6966145833333334,0.6458333333333334
8,0.0003,0.6103610901847074,0.7012821438021698,0.5171881652714914,0.8201964240745404,0.71875,0.6770833333333334
9,0.0003,0.6115744827124606,0.6944624858675519,0.512125153290598,0.8186854696549988,0.7578125,0.7122395833333334
10,0.0003,0.6024217447973674,0.7044213514228669,0.5624807278315226,0.8272475446990682,0.7486979166666666,0.6861979166666666
11,0.0003,0.6244116919502057,0.6677491520531139,0.5433861874697501,0.8123898262402418,0.7434895833333334,0.7096354166666666
12,0.0003,0.6137131240592539,0.691203002092805,0.6216376978054381,0.8108788718207001,0.72265625,0.6861979166666666
13,0.0003,0.6117183149404439,0.6873301099324048,0.5620865738182738,0.7831780407957694,0.69921875,0.62109375
14,0.0003,0.6130141163246731,0.6874624137018595,0.5255391806886908,0.8101233946109292,0.7473958333333334,0.6731770833333334
15,0.0003,0.6102083582646216,0.6913834163238797,0.542045141521253,0.8156635608159154,0.7408854166666666,0.68359375
16,0.0003,0.6153224709065369,0.6913713887084747,0.5763882633886839,0.7882145555275749,0.66796875,0.66796875
17,0.0003,0.6027190002566534,0.7071035096581751,0.559400711143226,0.7761269201712415,0.6705729166666666,0.6848958333333334
18,0.0003,0.6203312329729036,0.6650309109715907,0.5356971297347755,0.7826743893225888,0.7135416666666666,0.6393229166666666
19,0.0003,0.6245006337354249,0.6692044935171153,0.545297810905858,0.7305464618484009,0.6197916666666666,0.5325520833333334
20,0.0003,0.6013188670713006,0.6993096148757547,0.5436401722723978,0.7809116091664569,0.6875,0.6614583333333334
