epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc,val_patient_auc_max,val_patient_auc_mean,val_patient_auc_noisy_or
1,1.113833145091408,0.7763157894736842,0.44808743169398907,1.0949864462018013,0.8125,0.2948717948717949,0.2916666666666667,0.2986111111111111,0.2777777777777778
