epoch,lr,train_loss,train_auc,val_loss,val_pair_auc,val_patient_auc_max,val_patient_auc_mean
1,0.0003,0.7112571193280642,0.5377246732026144,0.6108916820141307,0.6232686980609419,0.50390625,0.4869791666666667
2,0.0003,0.6719978625154764,0.5414011437908497,0.6077356380328798,0.6950390329891715,0.5638020833333334,0.515625
3,0.0003,0.6558670668166461,0.6069444444444444,0.6145667674248678,0.7081339712918661,0.5651041666666666,0.5247395833333334
4,0.0003,0.6508103348665543,0.6295138888888889,0.5945915736650166,0.6262906069000251,0.5546875,0.5247395833333334
5,0.0003,0.6500730591978731,0.6125816993464053,0.5680688776467976,0.7856962981616721,0.703125,0.6848958333333334
6,0.0003,0.6551865695111047,0.6027675653594772,0.5787484729499147,0.7899773356837069,0.6979166666666666,0.5989583333333334
7,0.0003,0.6381509268126694,0.6509293300653595,0.5773573580541109,0.7748677914882901,0.6888020833333334,0.6692708333333334
8,0.0003,0.6412426426361285,0.6474877450980392,0.5568881672725343,0.7564845127171997,0.6627604166666666,0.5963541666666666
9,0.0003,0.6463259047707596,0.6356107026143791,0.5632117798453883,0.7114077058675397,0.5872395833333334,0.5
10,0.0003,0.6354939091228047,0.659405637254902,0.5608100159126416,0.8023167967766306,0.734375,0.5846354166666666
11,0.0003,0.6447157963072063,0.6306576797385621,0.5465094018400761,0.7579954671367414,0.6536458333333334,0.53515625
12,0.0003,0.6417928393614494,0.6396037581699346,0.5328051636093541,0.8146562578695543,0.7135416666666666,0.6419270833333334
13,0.0003,0.6402980272716048,0.6445874183006536,0.5494878804474547,0.7640392848149081,0.6614583333333334,0.5625
14,0.0003,0.6437626124101844,0.6319648692810458,0.537576953570048,0.8232183329136238,0.75390625,0.6536458333333334
15,0.0003,0.6478293268132793,0.6022365196078432,0.5459206951291937,0.8091160916645681,0.7864583333333334,0.61328125
16,0.0003,0.6265203086782085,0.6718954248366014,0.5801559644832945,0.7794006547469151,0.6966145833333334,0.5572916666666666
17,0.0003,0.6340966336920212,0.6491217320261438,0.546737181512933,0.7791488290103249,0.6848958333333334,0.58203125
18,0.0003,0.6197895671463731,0.6793198529411765,0.5499445555502909,0.7360866280533871,0.62109375,0.5338541666666666
19,0.0003,0.6362638237505533,0.6474877450980392,0.5443345329217744,0.8086124401913876,0.7330729166666666,0.63671875
20,0.0003,0.6278678905604699,0.673171977124183,0.5320635302024975,0.8055905313523042,0.7018229166666666,0.6549479166666666
