epoch,train_loss,train_auc,val_loss,val_pair_auc,val_patient_auc_max,val_patient_auc_mean
1,0.2836790592257493,0.5147413739412058,0.17809155897809825,0.614477563052735,0.6466450216450217,0.6298701298701299
2,0.1857615016644297,0.5668558482810164,0.182330995729757,0.6044055027841467,0.558982683982684,0.5946969696969697
3,0.18136071297857498,0.5715269992526159,0.18101300362964654,0.5942515558467082,0.54004329004329,0.573051948051948
4,0.18239750355676887,0.5665950423517688,0.1872545749473098,0.5664100884376023,0.5119047619047619,0.5568181818181818
5,0.1828272494030934,0.5548237419033383,0.1771958295586277,0.6301998034719948,0.6358225108225108,0.625
6,0.18023678134469426,0.5827455468360737,0.1825151508759468,0.643956763838847,0.6228354978354979,0.6174242424242424
7,0.18192287056274664,0.575162711758844,0.17803061523386463,0.5919587291188995,0.5768398268398268,0.6011904761904762
8,0.1812186527096368,0.5745204285002491,0.17552311684286923,0.6459220438912545,0.6179653679653679,0.6087662337662337
9,0.17996908874293557,0.58348903836572,0.17851932341124668,0.6635276776940714,0.6190476190476191,0.6066017316017316
10,0.17943401330826328,0.5898379110612855,0.17391282850904932,0.6641827710448739,0.645021645021645,0.6325757575757576
11,0.18037598783673803,0.5844894431988041,0.1800451863340646,0.625532263347527,0.5692640692640693,0.5817099567099567
12,0.18027832387319578,0.5838238041853513,0.1775794142019858,0.6334752702260072,0.6022727272727273,0.6028138528138528
13,0.18064760832615148,0.578790639013453,0.17876526054894887,0.6337209302325582,0.5806277056277056,0.6017316017316018
14,0.1754297543584911,0.6270085949177877,0.17366732440501542,0.6455944972158533,0.6282467532467533,0.6304112554112554
15,0.17921415917039696,0.584014542850025,0.1736361360923595,0.6787585981002293,0.6293290043290043,0.6147186147186147
16,0.1785590330564898,0.5972183295964125,0.1750490488626906,0.6471503439240092,0.5941558441558441,0.591991341991342
17,0.17994592076812693,0.5957157760338814,0.17624579123947598,0.6865378316410088,0.6266233766233766,0.6109307359307359
18,0.1775264773103926,0.6112045341305431,0.17673692376059494,0.6722895512610547,0.6060606060606061,0.5968614718614719
19,0.17923914201898514,0.5810094357249627,0.1781574819202817,0.6100556829348183,0.5817099567099567,0.5876623376623377
20,0.1774354314492419,0.6107529895366218,0.1747698837190593,0.6643465443825746,0.6347402597402597,0.6179653679653679
