threshold,df_fraction,patient_auc,sensitivity_at_spec0p8,threshold_for_spec0p8,sensitivity_at_spec0p85,threshold_for_spec0p85,sensitivity_at_spec0p9,threshold_for_spec0p9
0.34952637553215027,0.0,0.6920995670995671,0.38095238095238093,0.33,0.38095238095238093,0.365,0.2857142857142857,0.395
0.3541478648781776,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.35876935422420503,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.3633908435702324,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.3680123329162598,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.37263382226228714,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.3772553116083145,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.3818768009543419,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.38649829030036925,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.39111977964639666,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.395741268992424,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.40036275833845136,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.40498424768447877,0.0030581039755351682,0.6964285714285714,0.38095238095238093,0.325,0.38095238095238093,0.355,0.2857142857142857,0.395
0.4096057370305061,0.0061162079510703364,0.6926406926406926,0.38095238095238093,0.33,0.38095238095238093,0.365,0.2857142857142857,0.395
0.41422722637653353,0.0061162079510703364,0.6926406926406926,0.38095238095238093,0.33,0.38095238095238093,0.365,0.2857142857142857,0.395
0.4188487157225609,0.009174311926605505,0.6926406926406926,0.38095238095238093,0.33,0.38095238095238093,0.365,0.2857142857142857,0.395
0.42347020506858823,0.009174311926605505,0.6926406926406926,0.38095238095238093,0.33,0.38095238095238093,0.365,0.2857142857142857,0.395
0.42809169441461564,0.01834862385321101,0.691017316017316,0.38095238095238093,0.34,0.38095238095238093,0.365,0.2857142857142857,0.395
0.432713183760643,0.027522935779816515,0.6888528138528138,0.38095238095238093,0.34,0.38095238095238093,0.375,0.2857142857142857,0.395
0.4373346731066704,0.030581039755351678,0.6888528138528138,0.38095238095238093,0.34,0.38095238095238093,0.375,0.2857142857142857,0.395
0.44195616245269775,0.039755351681957186,0.689935064935065,0.38095238095238093,0.34,0.38095238095238093,0.365,0.2857142857142857,0.395
0.4465776517987251,0.04281345565749235,0.689935064935065,0.38095238095238093,0.34,0.38095238095238093,0.365,0.2857142857142857,0.395
0.4511991411447525,0.04281345565749235,0.689935064935065,0.38095238095238093,0.34,0.38095238095238093,0.365,0.2857142857142857,0.395
0.45582063049077987,0.05504587155963302,0.6845238095238095,0.38095238095238093,0.34,0.38095238095238093,0.365,0.2857142857142857,0.395
0.4604421198368073,0.07339449541284403,0.6953463203463204,0.42857142857142855,0.34,0.42857142857142855,0.365,0.3333333333333333,0.395
0.4650636091828346,0.07951070336391439,0.6942640692640693,0.42857142857142855,0.34,0.42857142857142855,0.365,0.3333333333333333,0.395
0.469685098528862,0.08868501529051988,0.7067099567099567,0.47619047619047616,0.355,0.47619047619047616,0.365,0.3333333333333333,0.395
0.4743065878748894,0.09785932721712538,0.7023809523809523,0.47619047619047616,0.355,0.47619047619047616,0.365,0.3333333333333333,0.395
0.4789280772209168,0.12844036697247707,0.691017316017316,0.47619047619047616,0.355,0.47619047619047616,0.375,0.3333333333333333,0.395
0.48354956656694414,0.15902140672782875,0.7278138528138528,0.5238095238095238,0.365,0.5238095238095238,0.375,0.2857142857142857,0.425
0.4881710559129715,0.19571865443425077,0.7186147186147186,0.5238095238095238,0.37,0.42857142857142855,0.38,0.2857142857142857,0.425
0.49279254525899885,0.2262996941896024,0.702922077922078,0.5238095238095238,0.375,0.3333333333333333,0.405,0.2857142857142857,0.44
