epoch,byol_loss,train_mean_alignment,val_mean_alignment,val_median_alignment,val_std_alignment,lr
23,0.28544808285576956,0.8362007822309222,0.3591690227788474,0.3411194682121277,0.0738042477854199,0.0002628914938401232
24,0.27013322710990906,0.8376213376011167,0.335533674074603,0.31527774035930634,0.07669028087244956,0.0002597518411720796
25,0.2630408363682883,0.8404174830232348,0.37753406825608443,0.36461135745048523,0.07502688936711369,0.0002565053570062023
26,0.25613464627947125,0.8423348260777337,0.39669591348086086,0.38270966708660126,0.07415264091696948,0.0002531552452304103
27,0.2425460091659001,0.842297545501164,0.387098301534674,0.37252430617809296,0.0728560294617878,0.00024970481200056234
28,0.2573314905166626,0.8423962337630135,0.3692798040408109,0.3552425056695938,0.07502097261373107,0.00024615746247768044
29,0.2303709430353982,0.838139431817191,0.3743611759107028,0.3553600609302521,0.06927096989559557,0.00024251669746746705
30,0.21323084831237793,0.8380134680441448,0.3832776341587305,0.3680047243833542,0.07286989786926985,0.00023878610996543232
31,0.22902163863182068,0.8409214041062764,0.3831372932930078,0.36908936500549316,0.07406774112226633,0.00023496938161104145
32,0.20886809059551784,0.8379769729716438,0.4128953567040818,0.40618178248405457,0.07221474775498399,0.00023107027905438102
33,0.21063813992909022,0.8434675250734601,0.39585191171084133,0.3862707167863846,0.0709360140502402,0.0002270926502389302
34,0.20556881598063878,0.8442133558647973,0.36372174262734397,0.3434162884950638,0.06991947831412129,0.00022304042060410477
35,0.19833282487733023,0.8510752448013851,0.39467517911855665,0.37834689021110535,0.0697072205858504,0.00021891758921132275
36,0.20315273318971908,0.8494824809687478,0.38727927267817513,0.37195226550102234,0.0650855797385759,0.00021472822479741334
37,0.19775602221488953,0.8482539334467479,0.4218422079991017,0.4045775234699249,0.06943804532275553,0.00021047646175926496
38,0.20406717487743922,0.8508423332657132,0.40696494627211777,0.3905653953552246,0.07064612740533772,0.00020616649607367476
39,0.2095139707837786,0.8519615126507623,0.4067703289911151,0.38915061950683594,0.07355228159563022,0.00020180258115642586
40,0.1897532045841217,0.852488032409123,0.4233804693711655,0.41749799251556396,0.07436449393338357,0.00019738902366467977
41,0.17196600777762278,0.8544662062610898,0.42829674309385674,0.4215310215950012,0.07051944160102103,0.00019293017924682565
42,0.19088042208126613,0.8556640467473439,0.40763987940070884,0.39816294610500336,0.06974740918490914,0.00018843044824398098
43,0.18320711595671518,0.8518349400588444,0.40811896936169695,0.3949073404073715,0.06751812658500823,0.00018389427134738666
44,0.17982949955122812,0.8518085735184806,0.40749666434047477,0.3949158787727356,0.0752053594291054,0.00017932612521598021
45,0.16859108635357448,0.8529235316174371,0.40075141683753046,0.3823964595794678,0.07306562523989739,0.00017473051805847438
46,0.1753888087613242,0.8551907879965646,0.4432413743010589,0.4383080452680588,0.07252124278595118,0.0001701119851842993
47,0.16469029443604605,0.8569032847881317,0.44099461832748993,0.43427765369415283,0.07397861642454033,0.00016547508452779944
48,0.1740084716251918,0.859839162656239,0.4460129530302116,0.44022271037101746,0.07441423647739508,0.0001608243921501031
49,0.17771249158041819,0.8567445342029844,0.4266829107488905,0.4105113297700882,0.0726514515921895,0.0001561644977231021
50,0.18169496740613664,0.8564799534423011,0.44318802202386515,0.4301648288965225,0.08018887019344988,0.00015150000000000005
51,0.178495820079531,0.8588747084140778,0.4262724911261882,0.413878858089447,0.07133726733035291,0.000146835502276898
52,0.1564200690814427,0.8563997596502304,0.4094912160321006,0.390246719121933,0.07416604250911092,0.00014217560784989702
53,0.15711510607174464,0.858961324606623,0.4368381250117506,0.42562398314476013,0.07620045259614382,0.00013752491547220066
54,0.16231538142476762,0.8618435093334743,0.4122014076315931,0.3956279903650284,0.07327895693189002,0.00013288801481570086
55,0.16182379637445723,0.8606755563191005,0.4250394816377333,0.4119982272386551,0.07518282605578422,0.00012826948194152575
56,0.1614660578114646,0.8631602376699448,0.42905030525954707,0.41738976538181305,0.07560383544586644,0.00012367387478401994
57,0.15647074580192566,0.8621651828289032,0.4430713497900537,0.43583400547504425,0.07343250938317235,0.00011910572865261351
58,0.15244111844471522,0.8627650226865496,0.4475443931296468,0.4388838857412338,0.07391291025341133,0.0001145695517560191
59,0.1534878867013114,0.86142426942076,0.4472785387188196,0.44002361595630646,0.07235241156917377,0.00011006982075317451
60,0.16246984260422842,0.8636980503797531,0.4671519703364798,0.4584176391363144,0.07567920222477596,0.00010561097633532038
61,0.15176610010010855,0.8603717195136207,0.45153472372995956,0.44156309962272644,0.07570570035883488,0.00010119741884357427
62,0.15449569906507218,0.8627801899399076,0.45617733616381884,0.4518548250198364,0.07280977957658981,9.68335039263254e-05
63,0.1538789655481066,0.862440750002861,0.4425759252959064,0.4332852363586426,0.07206148269425962,9.25235382407351e-05
64,0.1523386538028717,0.8636053098099572,0.463543768306928,0.46074554324150085,0.07681768433786586,8.827177520258674e-05
65,0.15072780421801976,0.8644470615046365,0.4548788565610136,0.4487915337085724,0.07722153264601511,8.408241078867734e-05
66,0.15663406678608485,0.8654050699302128,0.44332228122012957,0.43887215852737427,0.0754318675894797,7.995957939589529e-05
67,0.15366638558251516,0.86597797700337,0.45006841806960957,0.4458114206790924,0.07716974764907335,7.590734976106988e-05
68,0.14646571023123606,0.866745942405292,0.4442537661109652,0.4371151179075241,0.07541834234109647,7.1929720945619e-05
69,0.1421510832650321,0.865053864462035,0.4425765899941325,0.4348925054073334,0.07243576412209651,6.803061838895862e-05
70,0.15134849292891367,0.8651706086737769,0.4443268326244184,0.435557097196579,0.07221776296058628,6.421389003456779e-05
71,0.1453688825879778,0.8664877968175071,0.45220358004527433,0.4463804066181183,0.07436676652846382,6.0483302532533005e-05
72,0.14223680325916835,0.8664351872035435,0.44624987923141035,0.4437382221221924,0.06887493564344191,5.68425375223196e-05
73,0.1504898156438555,0.8682659183229718,0.4483460917004517,0.44263942539691925,0.06997310592199119,5.3295187999437744e-05
74,0.1436196310179574,0.8675562824521746,0.45036245031016214,0.4432809352874756,0.07221055804060145,4.984475476958975e-05
75,0.14426256929125106,0.8676112507070813,0.43623960403991596,0.42579542100429535,0.07114321664787991,4.649464299379773e-05
76,0.14127535905156816,0.8691167256661824,0.4590277300615396,0.4532606154680252,0.07169123921762945,4.3248158827920444e-05
77,0.1393203011580876,0.8691126491342273,0.44999070146254133,0.44046416878700256,0.07079896897877909,4.010850615987677e-05
78,0.1392355731555394,0.8696976367916379,0.44771539073969635,0.43792347609996796,0.07204736151475899,3.707878344779533e-05
79,0.14957024369921004,0.869892635515758,0.4498814508052809,0.44095227122306824,0.07134901859352609,3.4161980662209993e-05
80,0.13955386195863997,0.868258712547166,0.45905360566186054,0.44955338537693024,0.07142588910353227,3.136097633532034e-05
81,0.14160454273223877,0.8694798031023571,0.45686896198562216,0.44803184270858765,0.07060794997970991,2.8678534720227605e-05
82,0.14305368491581508,0.8705361293894904,0.45330178019191536,0.44474467635154724,0.07150200849854967,2.611730306295081e-05
83,0.14362729021481105,0.8711959634508405,0.4604397185945085,0.4513346552848816,0.0718934982134814,2.3679808989914366e-05
84,0.136676801102502,0.8697995373180935,0.453829831443727,0.44363170862197876,0.06982095778631132,2.136845801348627e-05
85,0.14414536101477488,0.8700837045907974,0.4511791363890682,0.44116343557834625,0.07184331585965742,1.9185531158027396e-05
86,0.14080384373664856,0.869906627706119,0.452323972380587,0.44118359684944153,0.07018976283938634,1.7133182708796138e-05
87,0.1413972250052861,0.8709315189293453,0.45275838473545654,0.44193342328071594,0.07077894859188315,1.5213438085928844e-05
88,0.14184455360685075,0.8709199790443692,0.4567231394882713,0.44546470046043396,0.07052393290633076,1.3428191845594684e-05
89,0.13857207553727285,0.8711581017289843,0.45098091874803814,0.4431084394454956,0.0708235362933567,1.1779205810297527e-05
90,0.1422870797770364,0.8709029278584889,0.4631826938795192,0.4557766616344452,0.07085381709331365,1.0268107330169706e-05
91,0.14895349315234593,0.8717939662081855,0.4537937371060252,0.44429120421409607,0.06918847465665215,8.896387676973974e-06
92,0.14743458373206003,0.871365853718349,0.45734540971794296,0.4468066245317459,0.07158205936274827,7.665400572398304e-06
93,0.13793665596417018,0.8713378374065671,0.45521136014057056,0.44539114832878113,0.06934380482939276,6.576360852096023e-06
94,0.14414870313235692,0.8722430212157113,0.4628393668681383,0.45363007485866547,0.07063081436076322,5.630343266789725e-06
95,0.14793027298791067,0.8717730449778693,0.45783291198313236,0.4475083500146866,0.07106608770141293,4.828281421622058e-06
96,0.1414089756352561,0.8719281958682197,0.46088302454778124,0.4515533596277237,0.07054086347314684,4.170966854800052e-06
97,0.14299307550702775,0.8718864449432918,0.4589127664055143,0.45004814863204956,0.07063121095839296,3.6590482564426206e-06
98,0.13965322715895517,0.8720237080539975,0.46149200799741913,0.45133812725543976,0.07082448375335058,3.2930308284016733e-06
99,0.14628775204930985,0.8717733791896275,0.46950655257595436,0.46098533272743225,0.07124660067097706,3.073275785688857e-06
100,0.13766531433377946,0.8718623306070056,0.4567502320611051,0.44739580154418945,0.06943568797850347,2.9999999999999997e-06
