epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc,val_patient_auc_max,val_patient_auc_mean,val_patient_auc_noisy_or
1,1.120251084628858,0.19736842105263158,0.24153005464480876,1.0921426191926003,0.1875,0.8717948717948718,0.8611111111111112,0.8611111111111112,0.7777777777777778
